person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income,risk_tier,high_risk_flag,income_bracket,monthly_burden
21,43000,RENT,2.0,MEDICAL,A,9200,8.94,0,0.21,N,2,0.214,1,0,Medium,292.3
23,65000,OWN,8.0,PERSONAL,C,9600,14.17,0,0.15,Y,4,0.1477,3,0,High,328.9
22,50000,RENT,0.0,EDUCATION,A,9200,6.92,0,0.18,N,4,0.184,1,0,Medium,283.73
23,50000,RENT,5.0,EDUCATION,E,9200,15.68,0,0.18,N,2,0.184,5,1,Medium,321.99
23,65000,MORTGAGE,7.0,VENTURE,B,13750,9.62,0,0.21,N,3,0.2115,2,0,High,441.22
24,65000,MORTGAGE,2.0,EDUCATION,D,20000,14.09,0,0.31,Y,3,0.3077,4,1,High,684.43
23,65000,MORTGAGE,0.0,VENTURE,B,7300,9.99,0,0.11,N,3,0.1123,2,0,High,235.52
22,62000,RENT,6.0,PERSONAL,C,9200,12.98,0,0.15,N,3,0.1484,3,0,High,309.9
23,66000,RENT,0.0,MEDICAL,B,9200,11.86,0,0.14,N,2,0.1394,2,0,High,304.96
24,77385,RENT,6.0,DEBTCONSOLIDATION,A,9200,6.03,0,0.12,N,3,0.1189,1,0,High,280.01
22,65000,MORTGAGE,0.0,MEDICAL,B,3000,10.36,0,0.05,N,3,0.0462,2,0,High,97.31
25,59000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,3600,12.98,1,0.06,N,3,0.061,3,0,Medium,121.26
21,59000,MORTGAGE,5.0,MEDICAL,B,25000,9.99,1,0.42,N,4,0.4237,2,0,Medium,806.56
25,82000,RENT,2.0,MEDICAL,A,9200,6.03,0,0.11,N,3,0.1122,1,0,High,280.01
22,63000,RENT,5.0,EDUCATION,A,9225,5.99,0,0.15,N,4,0.1464,1,0,High,280.6
24,65000,OWN,8.0,VENTURE,A,12000,6.17,0,0.18,N,4,0.1846,1,0,High,365.99
21,13000,RENT,0.0,DEBTCONSOLIDATION,C,9250,12.53,1,0.71,N,3,0.7115,3,0,Low,309.58
25,65000,OWN,1.0,VENTURE,C,12000,12.61,0,0.18,Y,4,0.1846,3,0,High,402.08
23,24000,RENT,0.0,VENTURE,A,9250,6.54,1,0.39,N,3,0.3854,1,0,Low,283.67
22,24000,RENT,1.0,HOMEIMPROVEMENT,A,9250,8.94,1,0.39,N,2,0.3854,1,0,Low,293.89
25,24996,RENT,2.0,EDUCATION,A,9250,8.59,1,0.37,N,4,0.3701,1,0,Low,292.39
25,25000,RENT,8.0,VENTURE,B,9250,10.75,1,0.37,N,3,0.37,2,0,Low,301.74
25,25716,RENT,1.0,MEDICAL,A,9250,6.54,1,0.36,N,3,0.3597,1,0,Low,283.67
21,65000,OWN,5.0,MEDICAL,A,5000,5.79,0,0.08,N,4,0.0769,1,0,High,151.63
22,65000,MORTGAGE,4.0,EDUCATION,C,10000,13.35,0,0.15,N,4,0.1538,3,0,High,338.63
24,65000,MORTGAGE,5.0,MEDICAL,B,2000,9.62,0,0.03,N,3,0.0308,2,0,High,64.18
23,65000,MORTGAGE,7.0,EDUCATION,A,9000,7.88,0,0.14,N,3,0.1385,1,0,High,281.53
22,27120,RENT,5.0,DEBTCONSOLIDATION,C,9250,13.11,1,0.34,Y,4,0.3411,3,0,Low,312.16
21,65000,MORTGAGE,2.0,VENTURE,B,8400,11.86,0,0.13,N,4,0.1292,2,0,High,278.44
24,65000,OWN,6.0,EDUCATION,A,3500,6.76,0,0.05,N,4,0.0538,1,0,High,107.69
23,65000,MORTGAGE,7.0,VENTURE,A,6250,6.76,0,0.1,N,2,0.0962,1,0,High,192.3
24,27456,RENT,1.0,MEDICAL,C,9250,12.87,1,0.34,N,3,0.3369,3,0,Low,311.09
23,65000,OWN,7.0,MEDICAL,C,10000,13.98,0,0.15,N,4,0.1538,3,0,High,341.68
25,65000,MORTGAGE,2.0,MEDICAL,B,10000,10.75,0,0.15,N,4,0.1538,2,0,High,326.2
25,65000,MORTGAGE,3.0,VENTURE,C,7000,14.72,0,0.11,N,3,0.1077,3,0,High,241.7
25,65000,MORTGAGE,1.0,PERSONAL,B,15000,11.12,0,0.23,N,4,0.2308,2,0,High,491.93
23,28800,RENT,1.0,VENTURE,C,9250,14.35,1,0.32,Y,3,0.3212,3,0,Low,317.72
24,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7000,13.61,0,0.11,Y,3,0.1077,3,0,High,237.92
24,28800,RENT,3.0,DEBTCONSOLIDATION,C,9250,13.57,1,0.32,N,3,0.3212,3,0,Low,314.21
22,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13000,10.38,0,0.2,N,2,0.2,2,0,High,421.8
22,65000,MORTGAGE,2.0,PERSONAL,C,13000,14.35,0,0.2,Y,4,0.2,3,0,High,446.52
22,31000,RENT,7.0,MEDICAL,D,9250,14.11,1,0.3,N,4,0.2984,4,1,Medium,316.64
22,32400,RENT,6.0,MEDICAL,D,9250,14.46,1,0.29,Y,4,0.2855,4,1,Medium,318.21
23,36707,RENT,3.0,PERSONAL,D,9250,16.32,0,0.25,Y,4,0.252,4,1,Medium,326.67
24,65000,MORTGAGE,6.0,PERSONAL,B,11000,11.49,0,0.17,N,2,0.1692,2,0,High,362.68
21,39000,RENT,5.0,PERSONAL,B,9250,9.91,0,0.24,N,4,0.2372,2,0,Medium,298.08
23,65000,MORTGAGE,7.0,VENTURE,A,14400,7.51,0,0.22,N,3,0.2215,1,0,High,448.0
23,65000,MORTGAGE,7.0,EDUCATION,A,5500,7.88,0,0.08,N,3,0.0846,1,0,High,172.05
23,40000,RENT,7.0,EDUCATION,D,9250,16.07,0,0.23,N,2,0.2312,4,1,Medium,325.52
26,65000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,10950,7.88,0,0.17,N,2,0.1685,1,0,High,342.53
22,65000,MORTGAGE,6.0,MEDICAL,B,3800,11.12,0,0.06,N,4,0.0585,2,0,High,124.62
26,65000,MORTGAGE,6.0,VENTURE,E,22000,17.19,0,0.34,N,2,0.3385,5,1,High,786.44
25,65000,MORTGAGE,6.0,MEDICAL,B,15000,11.86,0,0.23,N,3,0.2308,2,0,High,497.21
25,65000,OWN,3.0,VENTURE,A,8700,7.88,0,0.13,N,3,0.1338,1,0,High,272.15
22,65000,MORTGAGE,6.0,EDUCATION,A,10000,7.88,0,0.15,N,2,0.1538,1,0,High,312.81
23,70522,RENT,7.0,MEDICAL,C,9325,10.91,0,0.13,Y,3,0.1322,3,0,High,304.89
23,65000,MORTGAGE,4.0,MEDICAL,A,7000,7.14,0,0.11,N,3,0.1077,1,0,High,216.59
22,50000,RENT,4.0,EDUCATION,A,9350,7.49,0,0.19,N,3,0.187,1,0,Medium,290.8
24,65000,MORTGAGE,5.0,VENTURE,A,8000,7.51,0,0.12,N,4,0.1231,1,0,High,248.89
22,30000,RENT,1.0,PERSONAL,B,9375,11.71,1,0.31,N,2,0.3125,2,0,Low,310.09
22,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8100,13.11,0,0.12,N,4,0.1246,3,0,High,273.35
25,59000,MORTGAGE,9.0,EDUCATION,B,20000,11.36,1,0.34,N,2,0.339,2,0,Medium,658.19
26,59000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,20000,13.48,1,0.34,Y,3,0.339,3,0,Medium,678.51
24,65000,MORTGAGE,8.0,PERSONAL,A,2500,6.39,0,0.04,N,3,0.0385,1,0,High,76.5
26,45500,RENT,2.0,EDUCATION,B,9400,9.91,0,0.21,N,2,0.2066,2,0,Medium,302.91
23,44000,RENT,2.0,VENTURE,E,9400,16.32,1,0.21,Y,3,0.2136,5,1,Medium,331.96
24,65000,OWN,3.0,PERSONAL,B,6000,11.36,0,0.09,N,2,0.0923,2,0,High,197.46
24,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,12.73,0,0.05,N,3,0.0462,3,0,High,100.69
23,50400,RENT,5.0,EDUCATION,B,9400,9.99,0,0.19,N,4,0.1865,2,0,Medium,303.27
22,45000,RENT,6.0,MEDICAL,C,9425,13.49,0,0.21,Y,2,0.2094,3,0,Medium,319.79
23,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.36,0,0.07,N,4,0.0677,2,0,High,144.8
24,25000,RENT,3.0,MEDICAL,A,9450,6.62,1,0.38,N,4,0.378,1,0,Low,290.15
23,65000,MORTGAGE,3.0,PERSONAL,A,8000,7.14,0,0.12,N,4,0.1231,1,0,High,247.53
21,26000,RENT,1.0,DEBTCONSOLIDATION,D,9450,16.77,1,0.36,N,2,0.3635,4,1,Low,335.84
24,65000,MORTGAGE,1.0,EDUCATION,A,8500,7.51,0,0.13,N,2,0.1308,1,0,High,264.44
24,33600,RENT,2.0,PERSONAL,A,9450,7.66,1,0.28,N,2,0.2812,1,0,Medium,294.65
24,65000,MORTGAGE,7.0,VENTURE,D,14000,15.31,0,0.22,Y,4,0.2154,4,1,High,487.44
26,34200,RENT,9.0,MEDICAL,D,9450,15.62,1,0.28,N,3,0.2763,4,1,Medium,330.46
25,19200,RENT,1.0,VENTURE,A,9500,7.88,1,0.49,N,4,0.4948,1,0,Low,297.17
26,65000,OWN,3.0,MEDICAL,C,7000,13.92,0,0.11,Y,3,0.1077,3,0,High,238.97
22,65000,OWN,6.0,MEDICAL,C,3000,13.92,0,0.05,Y,4,0.0462,3,0,High,102.42
21,20000,RENT,2.0,VENTURE,A,9500,8.9,1,0.47,N,4,0.475,1,0,Low,301.66
23,65000,MORTGAGE,7.0,EDUCATION,B,6000,11.48,0,0.09,N,4,0.0923,2,0,High,197.8
23,65000,MORTGAGE,4.0,EDUCATION,A,7500,8.59,0,0.12,N,3,0.1154,1,0,High,237.07
24,23040,RENT,0.0,DEBTCONSOLIDATION,F,9500,19.04,1,0.41,Y,4,0.4123,6,1,Low,348.42
22,27000,RENT,0.0,DEBTCONSOLIDATION,D,9500,15.33,1,0.35,Y,3,0.3519,4,1,Low,330.86
24,28000,RENT,1.0,MEDICAL,A,9500,5.99,1,0.34,N,3,0.3393,1,0,Low,288.97
26,28000,RENT,4.0,MEDICAL,A,9500,8.94,1,0.34,N,4,0.3393,1,0,Low,301.83
24,30000,RENT,1.0,VENTURE,C,9500,13.92,1,0.32,N,2,0.3167,3,0,Low,324.32
22,32000,RENT,5.0,PERSONAL,C,9500,13.57,0,0.3,N,3,0.2969,3,0,Medium,322.71
23,65000,MORTGAGE,2.0,EDUCATION,B,20000,12.18,0,0.31,N,4,0.3077,2,0,High,666.01
24,37157,RENT,4.0,MEDICAL,B,9500,10.99,0,0.26,N,2,0.2557,2,0,Medium,310.97
24,65000,MORTGAGE,1.0,MEDICAL,A,10000,8.59,0,0.15,N,3,0.1538,1,0,High,316.09
24,59000,OWN,2.0,MEDICAL,E,12000,17.74,1,0.2,Y,2,0.2034,5,1,Medium,432.27
22,65000,MORTGAGE,6.0,VENTURE,A,17000,8.94,0,0.26,N,2,0.2615,1,0,High,540.12
23,41000,RENT,5.0,EDUCATION,A,9500,7.88,0,0.23,N,2,0.2317,1,0,Medium,297.17
23,44064,RENT,0.0,EDUCATION,B,9500,11.26,0,0.22,N,2,0.2156,2,0,Medium,312.19
25,46500,RENT,5.0,EDUCATION,A,9500,6.76,0,0.2,N,3,0.2043,1,0,Medium,292.29
23,40574,RENT,2.0,HOMEIMPROVEMENT,D,9500,14.74,1,0.23,Y,4,0.2341,4,1,Medium,328.11
26,47000,RENT,5.0,PERSONAL,C,9500,12.87,0,0.2,N,4,0.2021,3,0,Medium,319.5
25,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,15000,11.48,0,0.23,N,4,0.2308,2,0,High,494.5
22,65000,OWN,1.0,VENTURE,D,5000,15.37,0,0.08,N,4,0.0769,4,1,High,174.23
24,48602,RENT,0.0,MEDICAL,C,9500,12.73,0,0.2,N,4,0.1955,3,0,Medium,318.86
24,59000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6800,12.53,1,0.12,Y,4,0.1153,3,0,Medium,227.58
22,65000,MORTGAGE,6.0,VENTURE,A,1500,9.32,0,0.02,N,2,0.0231,1,0,High,47.92
22,50000,RENT,6.0,MEDICAL,A,9500,6.99,0,0.19,N,2,0.19,1,0,Medium,293.29
24,52500,RENT,1.0,EDUCATION,C,9500,14.79,0,0.18,Y,3,0.181,3,0,Medium,328.34
23,54000,RENT,7.0,MEDICAL,C,9500,14.65,0,0.18,N,2,0.1759,3,0,Medium,327.69
26,54011,RENT,10.0,EDUCATION,D,9500,16.29,0,0.18,N,2,0.1759,4,1,Medium,335.35
24,55000,RENT,5.0,VENTURE,A,9500,9.63,0,0.17,N,4,0.1727,1,0,Medium,304.89
23,65000,MORTGAGE,2.0,EDUCATION,B,15000,10.95,0,0.23,N,3,0.2308,2,0,High,490.73
25,65000,MORTGAGE,6.0,PERSONAL,C,7500,13.47,0,0.12,N,4,0.1154,3,0,High,254.41
22,56400,RENT,2.0,DEBTCONSOLIDATION,A,9500,8.9,0,0.17,N,4,0.1684,1,0,Medium,301.66
22,59000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,19750,14.11,1,0.33,Y,3,0.3347,4,1,Medium,676.06
25,57000,RENT,2.0,EDUCATION,A,9500,6.17,0,0.17,N,4,0.1667,1,0,Medium,289.74
25,57000,RENT,1.0,HOMEIMPROVEMENT,B,9500,12.53,0,0.17,N,4,0.1667,2,0,Medium,317.95
25,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,2000,7.37,0,0.03,N,2,0.0308,1,0,High,62.09
22,65000,MORTGAGE,4.0,EDUCATION,A,9000,9.63,0,0.14,N,3,0.1385,1,0,High,288.84
25,61000,RENT,4.0,VENTURE,A,9500,7.51,0,0.16,N,2,0.1557,1,0,High,295.55
25,68000,RENT,2.0,DEBTCONSOLIDATION,A,9500,7.14,0,0.14,N,3,0.1397,1,0,High,293.94
26,65000,MORTGAGE,4.0,EDUCATION,B,5000,11.89,0,0.08,N,4,0.0769,2,0,High,165.81
23,65000,MORTGAGE,7.0,VENTURE,C,17600,12.72,0,0.27,N,3,0.2708,3,0,High,590.64
24,58650,RENT,4.0,MEDICAL,D,9500,16.49,1,0.14,N,3,0.162,4,1,Medium,336.29
22,69000,RENT,1.0,HOMEIMPROVEMENT,D,9500,15.33,1,0.14,Y,4,0.1377,4,1,High,330.86
26,65000,MORTGAGE,6.0,EDUCATION,A,6000,9.07,0,0.09,N,3,0.0923,1,0,High,190.99
24,70446,RENT,1.0,PERSONAL,A,9550,7.49,0,0.14,N,3,0.1356,1,0,High,297.02
22,65000,MORTGAGE,1.0,PERSONAL,B,7500,10.08,0,0.12,N,4,0.1154,2,0,High,242.29
23,65000,MORTGAGE,7.0,EDUCATION,B,5125,10.71,0,0.08,N,4,0.0788,2,0,High,167.08
25,65000,OWN,9.0,PERSONAL,C,7000,11.66,0,0.11,Y,4,0.1077,3,0,High,231.37
22,43000,RENT,1.0,DEBTCONSOLIDATION,A,9575,6.62,0,0.22,N,3,0.2227,1,0,Medium,293.99
22,21600,RENT,0.0,EDUCATION,A,9600,7.49,1,0.44,N,2,0.4444,1,0,Low,298.58
23,22000,RENT,3.0,EDUCATION,C,9600,13.16,1,0.44,N,2,0.4364,3,0,Low,324.2
25,24000,RENT,9.0,PERSONAL,B,9600,11.71,1,0.4,N,4,0.4,2,0,Low,317.53
21,24000,RENT,4.0,HOMEIMPROVEMENT,C,9600,14.27,1,0.4,N,4,0.4,3,0,Low,329.37
23,65000,MORTGAGE,1.0,EDUCATION,E,15000,14.5,0,0.23,N,4,0.2308,5,1,High,516.31
23,65000,MORTGAGE,7.0,EDUCATION,A,4000,7.75,0,0.06,N,2,0.0615,1,0,High,124.88
23,65000,MORTGAGE,0.0,PERSONAL,A,12800,8.38,0,0.2,N,2,0.1969,1,0,High,403.35
23,65000,MORTGAGE,7.0,PERSONAL,A,5000,7.43,0,0.08,N,4,0.0769,1,0,High,155.37
22,65004,MORTGAGE,5.0,VENTURE,A,12500,6.03,0,0.19,N,4,0.1923,1,0,High,380.44
22,65004,MORTGAGE,6.0,MEDICAL,A,5500,6.03,0,0.08,N,2,0.0846,1,0,High,167.4
24,65004,MORTGAGE,8.0,HOMEIMPROVEMENT,C,3600,13.49,0,0.06,Y,4,0.0554,3,0,High,122.15
21,28800,RENT,1.0,EDUCATION,B,9600,10.37,1,0.33,N,3,0.3333,2,0,Low,311.44
22,65004,OWN,3.0,VENTURE,B,4000,10.99,0,0.06,N,3,0.0615,2,0,High,130.94
21,65004,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,9.99,0,0.08,N,3,0.0769,2,0,High,161.31
26,33996,RENT,1.0,MEDICAL,B,9600,9.88,0,0.28,N,2,0.2824,2,0,Medium,309.22
25,65004,MORTGAGE,9.0,MEDICAL,A,4500,6.92,0,0.07,N,2,0.0692,1,0,High,138.78
22,65004,MORTGAGE,6.0,MEDICAL,B,6500,9.25,0,0.1,N,4,0.1,2,0,High,207.46
26,65004,MORTGAGE,7.0,HOMEIMPROVEMENT,B,20000,10.36,0,0.31,N,3,0.3077,2,0,High,648.73
25,34000,RENT,3.0,MEDICAL,A,9600,7.88,0,0.28,N,4,0.2824,1,0,Medium,300.3
23,34560,RENT,5.0,DEBTCONSOLIDATION,D,9600,16.02,1,0.28,Y,3,0.2778,4,1,Medium,337.6
22,34800,RENT,7.0,PERSONAL,G,9600,19.16,1,0.28,Y,2,0.2759,7,1,Medium,352.67
25,35000,RENT,5.0,VENTURE,B,9600,9.91,0,0.27,N,2,0.2743,2,0,Medium,309.36
23,65004,MORTGAGE,7.0,PERSONAL,A,15000,7.88,0,0.23,N,3,0.2308,1,0,High,469.22
22,35000,RENT,1.0,EDUCATION,B,9600,11.99,0,0.27,N,4,0.2743,2,0,Medium,318.81
23,35400,RENT,4.0,VENTURE,B,9600,11.89,0,0.27,N,2,0.2712,2,0,Medium,318.35
21,65004,MORTGAGE,5.0,MEDICAL,A,1500,7.88,0,0.02,N,4,0.0231,1,0,High,46.92
24,30000,RENT,0.0,MEDICAL,D,9600,14.91,1,0.32,Y,4,0.32,4,1,Low,332.36
22,65004,MORTGAGE,0.0,EDUCATION,C,13000,13.23,0,0.2,N,2,0.2,3,0,High,439.46
26,36996,RENT,8.0,PERSONAL,C,9600,11.97,0,0.26,Y,4,0.2595,3,0,Medium,318.72
25,31000,RENT,5.0,DEBTCONSOLIDATION,D,9600,16.77,1,0.31,N,3,0.3097,4,1,Medium,341.17
23,65004,OWN,5.0,VENTURE,C,7000,12.87,0,0.11,Y,2,0.1077,3,0,High,235.42
21,37740,RENT,0.0,DEBTCONSOLIDATION,C,9600,13.11,0,0.25,Y,4,0.2544,3,0,Medium,323.97
26,65004,MORTGAGE,10.0,HOMEIMPROVEMENT,B,5000,11.58,0,0.08,N,3,0.0769,2,0,High,165.07
23,31800,RENT,7.0,PERSONAL,C,9600,13.48,1,0.3,Y,3,0.3019,3,0,Medium,325.69
25,65004,MORTGAGE,1.0,MEDICAL,C,5000,13.47,0,0.08,Y,3,0.0769,3,0,High,169.6
24,40000,RENT,2.0,VENTURE,C,9600,14.65,0,0.24,N,4,0.24,3,0,Medium,331.14
26,40000,RENT,3.0,VENTURE,C,9600,14.27,0,0.24,N,4,0.24,3,0,Medium,329.37
25,34000,RENT,7.0,PERSONAL,D,9600,14.54,1,0.28,N,2,0.2824,4,1,Medium,330.63
23,65100,MORTGAGE,1.0,MEDICAL,C,9000,14.79,0,0.14,Y,4,0.1382,3,0,High,311.06
24,65158,MORTGAGE,9.0,VENTURE,B,18000,10.25,0,0.28,N,4,0.2763,2,0,High,582.92
22,40000,RENT,0.0,MEDICAL,C,9600,14.72,0,0.24,Y,2,0.24,3,0,Medium,331.47
22,65200,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.06,N,4,0.0613,1,0,High,123.76
24,65200,MORTGAGE,5.0,MEDICAL,B,3000,11.26,0,0.05,N,3,0.046,2,0,High,98.59
23,65280,OWN,4.0,MEDICAL,B,18000,10.99,0,0.28,N,4,0.2757,2,0,High,589.21
22,65338,MORTGAGE,6.0,EDUCATION,B,6500,11.71,0,0.1,N,4,0.0995,2,0,High,214.99
23,65400,MORTGAGE,4.0,VENTURE,D,20000,15.05,0,0.31,Y,4,0.3058,4,1,High,693.8
22,36000,RENT,3.0,EDUCATION,D,9600,17.27,1,0.27,Y,4,0.2667,4,1,Medium,343.56
22,65416,MORTGAGE,6.0,EDUCATION,A,8000,6.92,0,0.12,N,2,0.1223,1,0,High,246.72
25,65454,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8400,11.99,0,0.13,N,2,0.1283,2,0,High,278.96
21,65496,MORTGAGE,3.0,VENTURE,B,13250,10.37,0,0.2,N,4,0.2023,2,0,High,429.85
22,42500,RENT,1.0,EDUCATION,C,9600,11.22,0,0.23,Y,2,0.2259,3,0,Medium,315.29
25,37200,RENT,6.0,HOMEIMPROVEMENT,A,9600,5.99,1,0.26,N,4,0.2581,1,0,Medium,292.01
22,39000,RENT,5.0,PERSONAL,D,9600,16.77,1,0.25,Y,2,0.2462,4,1,Medium,341.17
22,45000,RENT,2.0,EDUCATION,C,9600,12.73,0,0.21,N,3,0.2133,3,0,Medium,322.21
24,65544,OWN,4.0,EDUCATION,B,5000,10.74,0,0.08,N,2,0.0763,2,0,High,163.08
21,65592,MORTGAGE,5.0,EDUCATION,D,3600,15.99,0,0.05,Y,3,0.0549,4,1,High,126.55
23,45000,RENT,2.0,EDUCATION,B,9600,10.25,0,0.21,N,2,0.2133,2,0,Medium,310.89
21,45000,RENT,3.0,MEDICAL,B,9600,12.18,0,0.21,N,3,0.2133,2,0,Medium,319.68
25,59600,MORTGAGE,5.0,EDUCATION,E,6000,16.45,1,0.1,N,4,0.1007,5,1,Medium,212.28
26,59600,MORTGAGE,9.0,VENTURE,E,21000,16.45,1,0.35,N,2,0.3523,5,1,Medium,742.97
25,65600,MORTGAGE,1.0,MEDICAL,C,10000,11.78,0,0.15,Y,2,0.1524,3,0,High,331.09
25,65707,MORTGAGE,1.0,EDUCATION,D,2000,14.59,0,0.03,N,3,0.0304,4,1,High,68.93
22,46000,RENT,0.0,DEBTCONSOLIDATION,B,9600,10.99,0,0.21,N,4,0.2087,2,0,Medium,314.25
23,65748,MORTGAGE,6.0,EDUCATION,A,8800,9.63,0,0.13,N,3,0.1338,1,0,High,282.43
22,65856,MORTGAGE,6.0,MEDICAL,C,16800,13.92,0,0.26,N,2,0.2551,3,0,High,573.53
26,48000,RENT,0.0,EDUCATION,C,9600,12.73,0,0.2,Y,3,0.2,3,0,Medium,322.21
24,50000,RENT,0.0,HOMEIMPROVEMENT,A,9600,7.51,0,0.19,N,3,0.192,1,0,Medium,298.66
24,59964,MORTGAGE,0.0,DEBTCONSOLIDATION,B,1275,10.99,1,0.02,N,4,0.0213,2,0,Medium,41.74
23,50000,RENT,2.0,EDUCATION,C,9600,14.26,0,0.19,N,3,0.192,3,0,Medium,329.32
24,66000,MORTGAGE,8.0,PERSONAL,D,15000,18.25,0,0.23,N,4,0.2273,4,1,High,544.17
24,45000,RENT,7.0,DEBTCONSOLIDATION,D,9600,15.31,1,0.21,Y,3,0.2133,4,1,Medium,334.25
26,66000,OWN,0.0,HOMEIMPROVEMENT,C,18000,13.49,0,0.27,Y,3,0.2727,3,0,High,610.75
26,60000,MORTGAGE,0.0,MEDICAL,A,5000,7.9,1,0.08,N,2,0.0833,1,0,Medium,156.45
26,53000,RENT,7.0,VENTURE,B,9600,11.71,0,0.18,N,2,0.1811,2,0,Medium,317.53
22,53000,RENT,2.0,VENTURE,A,9600,7.66,0,0.18,N,4,0.1811,1,0,Medium,299.33
23,66000,MORTGAGE,7.0,VENTURE,A,15000,6.03,0,0.23,N,4,0.2273,1,0,High,456.53
22,54000,RENT,6.0,PERSONAL,A,9600,7.9,0,0.18,N,4,0.1778,1,0,Medium,300.39
22,66000,MORTGAGE,0.0,EDUCATION,A,6000,7.51,0,0.09,N,2,0.0909,1,0,High,186.66
22,66000,OWN,6.0,EDUCATION,A,5000,7.9,0,0.08,N,4,0.0758,1,0,High,156.45
22,66000,OWN,6.0,DEBTCONSOLIDATION,D,7500,17.58,0,0.11,Y,4,0.1136,4,1,High,269.57
25,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,8000,14.27,1,0.13,N,3,0.1333,3,0,Medium,274.47
23,66000,MORTGAGE,5.0,VENTURE,A,6000,6.62,0,0.09,N,2,0.0909,1,0,High,184.22
25,49000,RENT,10.0,EDUCATION,A,9600,7.51,1,0.2,N,2,0.1959,1,0,Medium,298.66
22,55000,RENT,3.0,MEDICAL,A,9600,8.9,0,0.17,N,4,0.1745,1,0,Medium,304.83
23,55000,RENT,7.0,VENTURE,A,9600,7.49,0,0.17,N,2,0.1745,1,0,Medium,298.58
26,55000,RENT,4.0,VENTURE,A,9600,7.66,0,0.17,N,2,0.1745,1,0,Medium,299.33
25,66000,OWN,9.0,PERSONAL,A,15000,7.49,0,0.23,N,4,0.2273,1,0,High,466.52
22,66000,OWN,1.0,VENTURE,C,15000,14.79,0,0.23,Y,3,0.2273,3,0,High,518.44
26,58000,RENT,10.0,EDUCATION,C,9600,13.99,0,0.17,Y,4,0.1655,3,0,Medium,328.06
23,60000,RENT,0.0,EDUCATION,C,9600,14.65,0,0.16,Y,2,0.16,3,0,Medium,331.14
22,60000,RENT,4.0,PERSONAL,A,9600,7.9,0,0.16,N,3,0.16,1,0,Medium,300.39
25,60000,RENT,9.0,DEBTCONSOLIDATION,A,9600,7.9,0,0.16,N,2,0.16,1,0,Medium,300.39
26,66000,MORTGAGE,7.0,PERSONAL,B,4000,11.99,0,0.06,N,2,0.0606,2,0,High,132.84
23,66000,MORTGAGE,8.0,EDUCATION,B,8750,9.99,0,0.13,N,2,0.1326,2,0,High,282.3
23,54000,RENT,2.0,PERSONAL,F,9600,20.62,1,0.18,Y,2,0.1778,6,1,Medium,359.81
25,54000,RENT,5.0,HOMEIMPROVEMENT,D,9600,15.62,1,0.18,N,2,0.1778,4,1,Medium,335.71
25,66000,MORTGAGE,9.0,MEDICAL,B,6600,11.49,0,0.1,N,4,0.1,2,0,High,217.61
22,66000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,11.49,0,0.15,N,3,0.1515,2,0,High,329.71
26,66000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,15500,7.49,0,0.23,N,2,0.2348,1,0,High,482.08
24,66000,MORTGAGE,7.0,VENTURE,C,11200,13.99,0,0.17,N,2,0.1697,3,0,High,382.74
21,66000,MORTGAGE,5.0,EDUCATION,A,4500,7.49,0,0.07,N,2,0.0682,1,0,High,139.96
25,63000,RENT,5.0,EDUCATION,D,9600,14.46,0,0.15,Y,4,0.1524,4,1,High,330.25
23,66000,MORTGAGE,7.0,VENTURE,B,2700,10.74,0,0.04,N,3,0.0409,2,0,High,88.06
22,66000,MORTGAGE,6.0,PERSONAL,A,12000,5.79,0,0.18,N,3,0.1818,1,0,High,363.92
22,65000,RENT,6.0,PERSONAL,C,9600,12.99,0,0.15,Y,4,0.1477,3,0,High,323.42
26,59000,RENT,3.0,EDUCATION,A,9600,7.49,1,0.16,N,3,0.1627,1,0,Medium,298.58
23,66000,MORTGAGE,7.0,PERSONAL,B,10000,9.63,0,0.15,N,4,0.1515,2,0,High,320.94
22,65000,RENT,3.0,MEDICAL,C,9600,11.97,0,0.15,N,2,0.1477,3,0,High,318.72
26,66000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,7000,9.63,0,0.11,N,2,0.1061,2,0,High,224.66
